company_name,company_domain,ceo_name,founder_name,contact_email,linkedin_contact,number_of_employees,share_price_current,share_price_5y_ago
Curry-Medina,Artificial Intelligence,Todd Vargas,Christina Hernandez,lawrencelivingston@valdez.com,https://www.linkedin.com/in/mclaughlincraig,8133,51.78,50.31
Bailey-Reed,Finance,Bridget West,Elizabeth Blair,georgefernandez@castro.com,https://www.linkedin.com/in/uwalker,5458,441.46,659.01
Black Inc,Healthcare,Cassandra Mendoza,Jonathan Thornton,davidburgess@mcmahon.com,https://www.linkedin.com/in/edwardlee,6890,376.06,359.87
Rodriguez-Lloyd,Healthcare,Kelly Smith,Christopher Carey,steven82@stevenson.com,https://www.linkedin.com/in/rogermeyer,5962,74.12,96.75
"Crawford, Thomas and Newton",Automotive,Lindsay Wang,Tracy Hodge,jwarren@kennedy-pierce.net,https://www.linkedin.com/in/hespinoza,9567,55.98,83.82
Baker Group,Education,Melissa Simpson,Laura Frey,amanda19@smith.com,https://www.linkedin.com/in/macdonaldzachary,2592,350.74,326.4
"Lloyd, Turner and Davis",Artificial Intelligence,David Green,Nancy Johns DVM,nataliewalker@harris.com,https://www.linkedin.com/in/andrea37,2850,159.94,218.87
"Wells, Macias and Sullivan",Retail,Kim Rangel,David Hall,brownashley@brown.net,https://www.linkedin.com/in/laura38,80,340.37,422.91
Sanders-Williams,Automotive,Caitlin Castro,Andrea Harris,gabrielsullivan@odom.com,https://www.linkedin.com/in/samuelgonzalez,9001,342.81,507.86
White Ltd,Information Technology,Alexander Garcia,Dr. Jonathan Greene MD,douglas65@preston-hall.com,https://www.linkedin.com/in/ukim,7045,205.75,200.22
"Castillo, Khan and Hill",Manufacturing,Brian Garcia,Douglas Harris,susan32@paul-jackson.com,https://www.linkedin.com/in/alyssamendoza,9621,426.04,633.49
"Cook, Wright and Paul",Retail,Jeffrey Williams,Kenneth Porter,brentgraves@buchanan-brown.com,https://www.linkedin.com/in/jodybradshaw,5532,387.41,251.1
"Lloyd, Reeves and Cabrera",Retail,Chloe Green,Justin Nielsen,johnsonjonathan@washington.biz,https://www.linkedin.com/in/bglenn,684,269.39,180.4
"Pena, Gonzalez and Johnson",Finance,Tammy Marshall,Eugene Rhodes,morganrush@pratt-parker.net,https://www.linkedin.com/in/gnelson,5998,100.83,147.4
Contreras-Estrada,Manufacturing,Rodney English,Ricardo Lee,sheltonevan@phillips-cole.com,https://www.linkedin.com/in/melissa71,5361,239.22,212.13
"Kramer, Perez and Williams",Human Resources,Andre Gilbert,Mark Yang,anthony32@oneill.net,https://www.linkedin.com/in/alexagrant,486,392.63,427.78
"Lewis, Parks and Hernandez",Administration,Catherine Hart,Michelle Simmons,jjones@reese-martin.org,https://www.linkedin.com/in/brandon76,5079,468.11,386.42
Small-Valentine,Healthcare,Mary Mason,James Lara,russellcaitlin@love.org,https://www.linkedin.com/in/alexander09,4139,478.22,461.44
Jenkins-Lambert,Finance,Alyssa Gallegos,Brooke Morris,zacharygoodwin@dalton.com,https://www.linkedin.com/in/copelandlaura,3923,485.92,577.4
Bush-Mcgrath,Information Technology,Jared Morrison,Christopher Bruce,ronald08@thomas.net,https://www.linkedin.com/in/joshuanelson,6088,154.19,122.98
"Perez, Norris and Johnson",Education,Joshua Kane,David Taylor,kyliewalker@campbell-taylor.com,https://www.linkedin.com/in/dominguezlauren,5555,279.51,179.98
Cunningham LLC,Administration,Franklin Johnson,Sherri Willis,christopher01@lopez.net,https://www.linkedin.com/in/joshuadean,1750,413.59,459.97
Wilson PLC,Automotive,Christian Duran,Julie Alexander,michaelmoore@lambert-stanton.info,https://www.linkedin.com/in/davidwilliams,5426,448.53,539.78
Shannon-Jones,Administration,John Garcia,Jimmy Barnes,john70@smith-marsh.com,https://www.linkedin.com/in/iadams,7138,13.24,16.71
Murphy Group,Artificial Intelligence,Adam Hodges,Ryan Hayes,enoble@olson-hicks.com,https://www.linkedin.com/in/cruztravis,6813,152.49,174.96
"Williams, Romero and Davis",Human Resources,Christina Frazier,Mr. Michael Taylor,mary98@sanchez.biz,https://www.linkedin.com/in/cruzmelissa,4827,18.76,27.76
Wagner-Wells,Manufacturing,Stacey Hanson,Christopher Garner,millermichael@schultz.com,https://www.linkedin.com/in/emily70,5975,118.38,113.04
Hall-Singh,Manufacturing,William Brown MD,Charlene Mendoza,john41@gillespie.com,https://www.linkedin.com/in/holly42,8155,394.62,374.94
"Massey, Williams and Arias",Retail,Christopher Alvarez,John Mcdowell,zachary37@mccarthy.com,https://www.linkedin.com/in/cynthia13,7725,258.94,347.71
Lawson Group,Administration,Richard Hammond,Joseph Boyd,jordantorres@lambert-moran.net,https://www.linkedin.com/in/ojones,6804,150.55,127.85
Neal Group,Administration,William Bishop,Steven Jordan,edwardsjeffrey@torres.net,https://www.linkedin.com/in/william57,9856,106.7,59.14
Khan-Stewart,Education,Lindsey Hansen,Travis Roberts,terrimiller@nichols.com,https://www.linkedin.com/in/william62,1246,453.33,660.28
Riley-Roberts,Administration,Christopher Acevedo,Lisa Morris,stacystanley@farrell.com,https://www.linkedin.com/in/riggssamuel,4506,391.27,358.38
Lee-Flores,Finance,Amanda Nguyen,Victoria Williams,yorkjeffrey@davis.net,https://www.linkedin.com/in/kyleedwards,5665,405.57,561.17
"Oneill, Miller and Reed",Finance,Michelle Herring,Kristen Rodriguez,akramer@davis.com,https://www.linkedin.com/in/josephandrew,617,377.9,402.8
Lopez-Hunter,Information Technology,Dennis Smith,Danny Austin,reidbenjamin@goodman-logan.com,https://www.linkedin.com/in/karenperez,5740,347.26,370.07
Phillips PLC,Manufacturing,Phillip Clayton,Samuel Holland,bhawkins@sullivan.com,https://www.linkedin.com/in/rossjoshua,476,435.01,220.72
"Martinez, Flores and Terry",Manufacturing,Paul Patterson,Aaron Pace,susan53@gordon-villanueva.com,https://www.linkedin.com/in/traciwright,2068,103.02,97.75
White-Castro,Manufacturing,Monica Taylor,James Smith,monica37@wilson.com,https://www.linkedin.com/in/denise51,4968,138.27,133.93
"Rivera, Gutierrez and Roth",Finance,Mitchell Frank,Dylan Miller,pbaker@hernandez.com,https://www.linkedin.com/in/jordanthomas,8678,102.55,77.4
Wilson LLC,Manufacturing,Nancy Gibson,Melinda Wagner,dtanner@english.info,https://www.linkedin.com/in/mtorres,4998,65.85,55.75
"Anderson, Graham and Medina",Administration,Antonio Morgan,William Taylor,evanshunter@vaughan.org,https://www.linkedin.com/in/devin89,3343,52.74,66.31
Gonzalez PLC,Information Technology,Brett Powers,Gregory Miller,fisherpatricia@castro-foster.info,https://www.linkedin.com/in/taylorbrandon,5297,241.45,283.28
Watkins-Cross,Automotive,Amanda Perkins,Stacy Pollard,deleonsandra@houston-gordon.com,https://www.linkedin.com/in/wwilliams,7559,113.88,166.63
Rodriguez-Miller,Automotive,William Cohen,Erin Mata,kneal@robbins.com,https://www.linkedin.com/in/gregorybaker,4255,289.86,409.35
"Daniels, Wilson and Erickson",Information Technology,Melissa Brewer,Adrienne Robinson,williammurphy@salas-mitchell.org,https://www.linkedin.com/in/jennifer90,1373,319.86,277.38
Quinn PLC,Human Resources,Bradley Jacobs,Holly Brooks,lindanichols@hutchinson.com,https://www.linkedin.com/in/stacy58,861,180.26,186.39
Logan LLC,Administration,Gail Smith,David Green,rickyjohnson@wagner-austin.com,https://www.linkedin.com/in/stacybrewer,8815,220.25,287.66
Anderson Group,Information Technology,Dennis Lee,Bryan Ramirez,stevenstyrone@vaughan.com,https://www.linkedin.com/in/mwilson,8720,37.08,40.67
Wallace-Keller,Manufacturing,Brooke Melendez,Jesse Conrad,dcortez@campbell.net,https://www.linkedin.com/in/lindacherry,6295,167.5,223.32
"Rogers, West and Elliott",Education,Daniel Hopkins,Tiffany Schmidt,austintorres@martinez.com,https://www.linkedin.com/in/davisryan,7817,226.02,188.71
Willis Group,Manufacturing,Drew Hess,Shannon Herrera,matthew75@morales.com,https://www.linkedin.com/in/laurenwilliams,4927,46.6,59.86
"Watts, Moore and Hodges",Healthcare,Karla Morrow,Kelly Fowler,deanna06@hill-fisher.org,https://www.linkedin.com/in/vjordan,7998,486.49,280.11
Martinez-Graves,Information Technology,Mark Solis,Christine Hunt,robert11@carpenter.net,https://www.linkedin.com/in/wgriffith,4015,242.82,139.46
"Hart, Fuller and Andrews",Healthcare,Alex Young,Cory Gonzalez,flove@gibson.com,https://www.linkedin.com/in/nixonkevin,8240,299.51,236.23
Sullivan-Robertson,Automotive,Julia Willis,Paula Lee,robersonnancy@sharp.org,https://www.linkedin.com/in/danielwood,6123,260.9,255.02
Parker-Richards,Education,Robert Michael,Jessica Morrison,robert53@gardner.biz,https://www.linkedin.com/in/patriciaevans,5327,347.94,320.1
"Ferguson, Jacobson and Spence",Information Technology,Jorge Curry,David Smith,frodriguez@daniels-perez.com,https://www.linkedin.com/in/poncecraig,2287,273.84,209.52
Price Ltd,Finance,Charles Gomez,Michael Rodriguez,juan65@duran.info,https://www.linkedin.com/in/judithsanders,7205,95.38,124.85
"Campbell, Parker and Padilla",Retail,Brenda Brady,Ryan Cannon,zwebb@little-phillips.com,https://www.linkedin.com/in/sarahbowen,191,17.89,13.54
Garcia-Swanson,Human Resources,David Smith,Cindy Smith,vritter@steele.com,https://www.linkedin.com/in/moyerbobby,2436,293.77,425.02
Ortiz-Waller,Education,Ann Alexander,Vicki Gordon,littleadrian@wood.biz,https://www.linkedin.com/in/angel86,147,274.59,354.46
Thomas Ltd,Artificial Intelligence,Heather Thompson,Mrs. Melinda Ortega,maryjohnson@wilson.info,https://www.linkedin.com/in/kelly08,7808,429.81,424.72
Gallagher Inc,Automotive,Robert Murphy,Elizabeth Garcia,hfletcher@harris.com,https://www.linkedin.com/in/joephillips,8507,149.36,126.2
Lopez-Williams,Information Technology,Kari Brown,Scott Powell,wgarrison@hines-hamilton.com,https://www.linkedin.com/in/amysmith,8163,234.0,180.39
Webb-Smith,Automotive,Gabriel Wilson,Katrina Kirk,jaustin@anderson.com,https://www.linkedin.com/in/christopheredwards,9501,420.74,606.28
"Barnes, Hall and Morrison",Retail,Mark May,Robert Frost,omayer@kelley.com,https://www.linkedin.com/in/wsimpson,1517,152.69,128.24
Rogers LLC,Manufacturing,James Brooks,Christian Rosario,esmith@frederick-roberson.com,https://www.linkedin.com/in/martinjimmy,2729,304.0,374.16
Bailey LLC,Healthcare,Amanda Simpson,Michelle Miller,clynn@baird.com,https://www.linkedin.com/in/baileymallory,5282,158.63,97.21
Wallace-Ryan,Manufacturing,Gregory Brown,Alexander Callahan,rchavez@mcintosh.net,https://www.linkedin.com/in/stoneerica,6582,123.59,155.34
Garcia-Wood,Automotive,Brittany Clark,Maureen Molina,ryan99@williams.com,https://www.linkedin.com/in/jeffreycurtis,8098,178.04,255.99
"Bradley, Smith and Snyder",Retail,Diana Hamilton,Stephanie Harrington,hallsusan@stokes.com,https://www.linkedin.com/in/hstone,8696,325.42,450.66
Smith-Cuevas,Artificial Intelligence,Ann Taylor,Phillip Cooper,nicole69@morris.com,https://www.linkedin.com/in/mcdowellsamuel,4678,405.06,514.87
"Gilbert, Pham and Lane",Human Resources,Michael Hernandez,Alexis Harris,richardstewart@lee.com,https://www.linkedin.com/in/morgantaylor,7263,249.93,292.14
Copeland Ltd,Human Resources,Zachary Morrison,Danielle Sanchez,padillamiguel@lam.info,https://www.linkedin.com/in/davidwallace,3506,292.19,176.7
"Watson, Hubbard and Martinez",Automotive,Larry Navarro,Maria Robinson,michael78@rodriguez.com,https://www.linkedin.com/in/jessicawilliams,7161,275.46,144.19
Garrett-Evans,Retail,William Harris,Erika Hansen,nicholeperez@jefferson-carter.com,https://www.linkedin.com/in/lindsey34,5310,489.95,694.26
"Kidd, Brown and Martin",Administration,Jared Higgins,Michael Davis,rachel72@lopez.info,https://www.linkedin.com/in/tara54,3692,16.88,17.66
Patel Ltd,Artificial Intelligence,Adam Adams,Paul Lewis,david95@rose.com,https://www.linkedin.com/in/brownnicholas,8310,239.38,261.5
